firstName,lastName,onLoan,height,weight,position,rosterCategory,playerCategories,jerseyNumber,Team,Games played,Minutes played,Starts,Subbed off,Clearances,Blocks,Interceptions,Success Rate - Tackles,Success Rate - Duels,Success Rate - Aerial Duels,Success Rate - Passes,Total passes,Successful passes,Passes per 90 mins,Success Rate - Long Passes,Pass Direction - Forward,Pass Direction - Left,Pass Direction - Right,Pass Direction - Back,Pass Accuracy - Opp. Half,Pass Accuracy - Own Half,Total open play crosses,Succ. crosses,Assists,Second assists,Key Passes,Total shots (excluding blocked shots),Shots on target,Goals scored,Conversion rate,Mins per goal,Left foot goals,Right foot goals,Headed goals,Other,Goals inside the box,Goals outside the box,Direct free kick goals,Fouls won,Fouls conceded,Yellow cards,Red cards,Success Rate - Saves,Clean sheets,Catches,Punches,Drops,Penalties saved
Nelson,Pierre,TRUE,185,82,Forward,Supplemental Slots 31,Homegrown,23,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikael,Uhre,FALSE,188,89,Forward,Senior,InternationalDesignated Player,7,phi,19,"1,254",16,16,9,0,7,60%,40.10%,34.80%,66.70%,204,136,14.6,60%,22.50%,24.50%,23.00%,29.90%,56.60%,82.70%,14,1,3,0,16,20,12,6,30%,209,1,5,0,0,5,1,0,25,19,3,0,,,,,,
Anton,Sorenson,TRUE,168,57,Defender,Supplemental Slots 29-30,Homegrown,24,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesús,Bueno,FALSE,179,74,Midfielder,Supplemental Slots 21-24,International,20,phi,12,296,3,3,5,1,4,66.70%,46.30%,50%,74.40%,129,96,39.2,37.50%,39.50%,26.40%,17.10%,17.10%,68.90%,82.20%,4,3,0,0,6,3,0,0,0%,-,0,0,0,0,0,0,0,4,6,1,1,,,,,,
Dániel,Gazdag,FALSE,178,76,Midfielder,Senior,InternationalDesignated Player,10,phi,18,"1,540",17,4,1,1,5,38.90%,39.80%,33.30%,76.10%,593,451,34.7,48.80%,34.90%,17.20%,26.60%,21.20%,70.10%,87%,10,1,5,4,31,26,16,7,26.90%,220,0,7,0,0,7,0,0,23,19,2,0,,,,,,
Leon,Flach,FALSE,178,75,Midfielder,Senior,,31,phi,19,"1,512",18,8,11,4,28,56.70%,43.60%,50%,78.60%,378,297,22.5,35.70%,35.40%,17.50%,29.90%,17.20%,74.10%,83.90%,8,3,1,1,11,6,1,1,16.70%,"1,512",1,0,0,0,0,1,0,10,25,5,0,,,,,,
Jack,Elliott,FALSE,198,83,Defender,Senior,,3,phi,19,"1,710",19,0,88,13,22,60.90%,56.20%,55.10%,80.80%,812,656,42.7,52.70%,38.30%,28.10%,31.30%,2.30%,62.80%,90.60%,0,0,1,0,6,13,3,0,0%,-,0,0,0,0,0,0,0,10,14,3,0,,,,,,
Quinn,Sullivan,FALSE,180,69,Midfielder,Supplemental Slots 21-24,Homegrown,33,phi,11,263,2,2,2,0,1,100%,14.30%,0%,83.30%,84,70,28.7,75%,13.10%,20.20%,35.70%,31.00%,71%,88%,10,1,0,1,5,4,2,0,0%,-,0,0,0,0,0,0,0,1,5,2,0,,,,,,
Brandan,Craig,FALSE,185,72,Midfielder,Supplemental Slots 25-28,Homegrown,34,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack,McGlynn,FALSE,180,73,Midfielder,Supplemental Slots 29-30,Homegrown,16,phi,13,627,5,3,5,1,4,44.40%,38.30%,18.20%,87.20%,397,346,57,76.10%,33.00%,21.90%,27.50%,17.60%,81.70%,91.30%,9,2,0,1,9,8,4,1,12.50%,627,1,0,0,0,0,1,0,2,4,0,0,,,,,,
Joaquín,Torres,FALSE,177,67,Midfielder,Senior,International,19,phi,11,326,3,2,0,0,2,100%,47.30%,50%,67%,103,69,28.4,58.30%,31.10%,35.00%,19.40%,14.60%,64.80%,66.70%,12,6,1,0,9,10,2,1,10%,326,1,0,0,0,0,1,0,7,4,3,0,,,,,,
Jakob,Glesnes,FALSE,188,84,Defender,Senior,,5,phi,20,"1,800",20,0,59,13,33,71.90%,59.70%,58.50%,78.50%,846,664,42.3,60.80%,46.70%,35.70%,11.20%,6.40%,67.90%,87.30%,3,0,0,0,5,14,5,1,7.10%,"1,800",0,0,1,0,1,0,0,9,15,3,0,,,,,,
José,Martínez,FALSE,178,72,Midfielder,Senior,International,8,phi,16,"1,235",14,6,9,9,23,57.90%,56.10%,57.70%,77.10%,624,481,45.5,57.60%,38.90%,25.30%,26.30%,9.50%,70.20%,84.40%,11,2,1,2,7,7,2,1,14.30%,"1,235",0,1,0,0,0,1,0,25,24,6,0,,,,,,
Andrés,Perea,FALSE,182,72,Midfielder,Senior,,6,phi,7,145,1,0,6,1,2,66.70%,56.50%,44.40%,76.80%,56,43,34.8,40%,30.40%,28.60%,26.80%,14.30%,76.70%,76.90%,0,0,0,0,1,6,2,1,16.70%,145,1,0,0,0,1,0,0,4,1,0,0,,,,,,
Julián,Carranza,FALSE,176,66,Forward,Senior,,9,phi,19,"1,599",18,5,11,4,9,42.30%,39.40%,40.30%,70.20%,460,323,25.9,68.80%,24.30%,26.10%,24.10%,25.40%,65.40%,80.70%,10,2,2,1,20,49,26,10,20.40%,159.9,2,8,0,0,7,3,0,39,62,3,1,,,,,,
Kai,Wagner,FALSE,183,80,Defender,Senior,,27,phi,16,"1,394",16,2,14,8,25,65.50%,61.40%,66.70%,71.70%,615,441,39.7,43.40%,43.10%,2.10%,40.00%,14.80%,50.60%,83.20%,57,13,2,0,33,7,3,1,14.30%,"1,394",1,0,0,0,0,1,0,22,13,2,0,,,,,,
Olivier,Mbaizo,FALSE,180,70,Defender,Senior,,15,phi,16,"1,203",14,6,19,1,16,63.20%,52%,68.80%,78.70%,446,351,33.4,55.90%,36.30%,38.30%,2.50%,22.90%,67.10%,84.80%,46,7,1,0,10,4,1,0,0%,-,0,0,0,0,0,0,0,11,9,2,0,,,,,,
Matt,Real,FALSE,183,73,Defender,Senior,Homegrown,2,phi,9,396,4,2,5,3,2,44.40%,60%,60%,75.70%,144,109,32.7,36.80%,37.50%,4.20%,38.90%,19.40%,69.10%,80.70%,7,2,1,0,4,3,1,0,0%,-,0,0,0,0,0,0,0,6,8,1,0,,,,,,
Joe,Bendik,FALSE,191,94,Goalkeeper,Senior,,12,phi,6,507,5,0,2,,,,,,65%,100,65,17.8,52.10%,75.00%,7.00%,18.00%,0.00%,42%,88%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,50%,0,2,0,1,0
Andre,Blake,FALSE,188,78,Goalkeeper,Senior,,18,phi,15,"1,293",15,1,8,,,,,,60.60%,277,168,19.3,36.90%,66.80%,14.40%,18.80%,0.00%,31.10%,82.90%,0,0,0,0,0,,,,,,,,,,,,,3,1,1,0,73.30%,6,7,4,4,0
Damion,Lowe,FALSE,190,79,Defender,Senior,,17,phi,8,505,6,1,29,2,16,72.70%,60%,68.80%,69.10%,191,132,34,39.70%,44.50%,11.00%,38.70%,5.80%,48.60%,80%,3,0,0,0,0,6,2,1,16.70%,505,0,0,1,0,1,0,0,8,10,1,0,,,,,,
Alejandro,Bedoya,FALSE,180,73,Midfielder,Senior,,11,phi,15,"1,128",13,9,13,4,15,60%,42.40%,43.60%,68.80%,494,340,39.4,40%,36.60%,43.70%,6.30%,13.40%,64.90%,73.60%,19,6,3,2,22,9,4,0,0%,-,0,0,0,0,0,0,0,5,21,4,0,,,,,,
Miguel,Araujo,FALSE,181,75,Defender,,International,2,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noel,Caliskan,FALSE,,,Midfielder,Supplemental Slots 25-28,International,92,por,2,135,1,0,0,1,1,80%,52.60%,25%,90%,50,45,33.3,66.70%,22.00%,22.00%,36.00%,20.00%,87.10%,94.70%,0,0,0,0,1,2,0,0,0%,-,0,0,0,0,0,0,0,5,1,0,0,,,,,,
Jaden,Jones-Riley,FALSE,175,,Defender,,,80,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franck,Boli,FALSE,180,77,Forward,Senior,International,7,por,16,993,13,13,3,0,0,20%,35.30%,26.70%,69.70%,165,115,15,42.90%,24.20%,21.80%,27.90%,26.10%,61.80%,84.80%,4,0,0,0,5,24,16,6,25%,165.5,4,1,1,0,5,1,0,12,7,2,0,,,,,,
Evander,da Silva Ferreira,FALSE,179,76,Midfielder,Senior,InternationalDesignated Player,20,por,17,"1,408",15,5,2,1,9,45.50%,44.70%,33.30%,81.30%,615,500,39.3,71%,32.70%,15.80%,31.90%,19.70%,68.10%,91.50%,20,3,3,0,37,39,20,5,12.80%,281.6,0,5,0,0,3,2,0,23,18,3,0,,,,,,
Juan,Mosquera,FALSE,180,72,Defender,Senior,,29,por,17,"1,450",16,6,19,1,14,65.20%,52.50%,40.60%,80.40%,598,481,37.1,51.80%,35.10%,38.30%,5.50%,21.10%,68.60%,84.60%,63,12,2,1,15,15,8,2,13.30%,725,0,2,0,0,1,1,0,23,10,1,0,,,,,,
Nathan Uiliam,Fogaça,FALSE,178,73,Forward,Supplemental Slots 25-28,,99,por,15,488,4,2,2,0,1,100%,35.40%,43.20%,71.70%,138,99,25.5,100%,26.10%,31.20%,19.60%,23.20%,64.20%,87.90%,2,0,2,0,7,11,4,1,9.10%,488,1,0,0,0,1,0,0,7,16,2,0,,,,,,
David,Ayala,FALSE,170,62,Midfielder,Senior,InternationalU22 Initiative,24,por,4,162,3,3,3,0,4,62.50%,57.10%,33.30%,74.40%,78,58,43.3,47.10%,24.40%,30.80%,33.30%,11.50%,70.60%,82.10%,1,1,0,0,0,2,1,0,0%,-,0,0,0,0,0,0,0,5,1,1,0,,,,,,
Julian,Bravo,FALSE,188,75,Defender,Drafted,,72,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin,Rasmussen,FALSE,183,79,Defender,Supplemental Slots 25-28,,14,por,6,332,4,2,8,1,3,88.90%,52.20%,25%,67.20%,128,86,34.7,22.20%,54.70%,5.50%,28.90%,10.90%,57.60%,72.90%,5,3,0,0,3,1,0,0,0%,-,0,0,0,0,0,0,0,2,3,0,0,,,,,,
Tega,Ikoba,FALSE,191,90,Forward,Supplemental Slots 25-28,Homegrown,17,por,4,83,1,1,0,0,0,100%,40%,38.50%,55.60%,18,10,19.5,-,5.60%,55.60%,33.30%,5.60%,52.90%,100%,1,1,0,0,1,3,2,1,33.30%,83,0,0,0,1,1,0,0,4,5,0,0,,,,,,
Santiago,Moreno,FALSE,173,67,Midfielder,Signed,InternationalU22 Initiative,30,por,21,"1,577",20,17,9,2,16,51.50%,41.30%,36%,76.70%,575,441,32.8,55.30%,29.60%,23.80%,26.60%,20.00%,71.80%,82.10%,22,6,4,2,25,18,10,0,0%,-,0,0,0,0,0,0,0,15,27,3,0,,,,,,
Victor,Griffith,FALSE,174,75,Midfielder,,,57,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudio,Bravo,FALSE,170,68,Defender,Senior,International,5,por,17,"1,343",15,4,32,7,24,46.70%,43.50%,50%,74%,589,436,39.5,46.70%,51.30%,3.60%,36.20%,9.00%,64.20%,79.80%,35,5,1,2,9,6,2,1,16.70%,"1,343",1,0,0,0,0,1,0,8,43,7,0,,,,,,
Hunter,Sulte,FALSE,201,88,Goalkeeper,Supplemental Slots 25-28,Homegrown,26,por,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo,Bonilla,FALSE,173,70,Defender,Senior,,28,por,2,75,1,1,2,1,0,100%,37.50%,-,57.10%,14,8,16.8,66.70%,64.30%,21.40%,0.00%,14.30%,42.90%,60%,5,1,0,0,1,0,0,0,-,-,0,0,0,0,0,0,0,1,3,1,0,,,,,,
Felipe,Mora,FALSE,175,68,Forward,Senior,,9,por,2,36,0,0,0,1,0,50%,54.50%,25%,66.70%,9,6,22.5,0%,11.10%,22.20%,11.10%,55.60%,57.10%,100%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,2,0,0,0,,,,,,
Jaroslaw,Niezgoda,FALSE,185,77,Forward,Senior,Designated Player,11,por,19,629,5,5,4,2,2,50%,44.80%,51.50%,67.60%,139,94,19.9,100%,21.60%,31.70%,16.50%,30.20%,61.90%,82.80%,3,0,0,0,4,7,3,1,14.30%,629,1,0,0,0,1,0,0,4,4,0,0,,,,,,
Zac,McGraw,FALSE,193,93,Defender,Supplemental Slots 21-24,,18,por,18,"1,606",18,1,116,20,33,40.60%,61.40%,62.10%,79.90%,663,530,37.2,48.40%,39.70%,19.80%,33.00%,7.50%,54.10%,91.30%,1,0,0,0,2,10,2,1,10%,"1,606",0,0,1,0,1,0,0,12,18,7,0,,,,,,
Yimmi,Chara,FALSE,168,77,Midfielder,Senior,Designated Player,23,por,7,252,3,4,3,0,3,66.70%,46.20%,50%,81.70%,93,76,33.2,33.30%,25.80%,11.80%,34.40%,28.00%,73.10%,88.60%,3,1,2,0,4,1,1,1,100%,252,0,1,0,0,1,0,0,2,2,0,0,,,,,,
Dario,Zuparic,FALSE,185,84,Defender,Senior,,13,por,19,"1,710",19,0,67,9,26,65.20%,58.60%,61.50%,76.70%,691,530,36.4,48.90%,41.70%,34.20%,16.60%,7.50%,58.80%,88%,0,0,0,0,0,4,2,1,25%,"1,710",0,0,1,0,1,0,0,17,27,6,0,,,,,,
Aljaz,Ivacic,FALSE,188,82,Goalkeeper,Senior,International,31,por,14,"1,260",14,0,14,,,,,,47.50%,406,193,29,31.70%,77.80%,12.10%,10.10%,0.00%,26.60%,86%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,68.80%,2,4,5,0,0
Marvin,Loría,FALSE,178,77,Midfielder,Senior,,44,por,15,627,7,7,1,0,11,71.40%,39.70%,9.10%,83.30%,168,140,24.1,50%,23.80%,17.30%,15.50%,43.50%,71.60%,87%,12,2,1,0,5,10,6,0,0%,-,0,0,0,0,0,0,0,7,5,2,0,,,,,,
Cristhian,Paredes,FALSE,183,70,Midfielder,Senior,,22,por,17,"1,048",11,3,11,4,10,52.80%,50%,39.50%,77.50%,417,323,35.8,35%,36.50%,25.20%,26.40%,12.00%,69.60%,87.70%,5,0,1,1,22,10,4,1,10%,"1,048",0,1,0,0,1,0,0,18,26,3,0,,,,,,
Eryk,Williamson,FALSE,175,77,Midfielder,Senior,Homegrown,19,por,6,530,6,1,2,0,4,63.60%,52.40%,42.90%,76.10%,205,156,34.8,73.30%,36.10%,25.40%,19.50%,19.00%,67.10%,84.30%,3,0,1,1,8,0,0,0,-,-,0,0,0,0,0,0,0,18,12,2,0,,,,,,
Larrys,Mabiala,FALSE,189,84,Defender,Senior,,33,por,13,625,7,1,27,5,8,60%,52.50%,58.60%,84.30%,325,274,46.8,61.30%,40.00%,36.90%,15.40%,7.70%,70.30%,91.60%,0,0,0,0,0,2,0,0,0%,-,0,0,0,0,0,0,0,5,10,3,0,,,,,,
Sebastián,Blanco,FALSE,170,68,Midfielder,Senior,,10,por,5,57,0,0,0,0,1,-,50%,0%,86.70%,30,26,47.4,50%,23.30%,30.00%,20.00%,26.70%,68.60%,100%,7,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,1,1,0,0,,,,,,
Dairon,Asprilla,FALSE,180,75,Forward,Senior,,27,por,13,829,9,7,9,0,9,60%,42.70%,45.80%,71.60%,243,174,26.4,72.70%,26.30%,16.50%,28.00%,29.20%,64.30%,77.20%,21,3,1,0,10,16,5,2,12.50%,414.5,0,2,0,0,2,0,0,12,19,2,0,,,,,,
Diego,Chara,FALSE,173,68,Midfielder,Senior,,21,por,21,"1,890",21,0,22,8,23,60%,54.60%,53.80%,86.20%,890,767,42.4,68.10%,33.00%,32.00%,25.50%,9.40%,82.20%,90.30%,4,2,0,4,5,2,0,0,0%,-,0,0,0,0,0,0,0,28,28,4,0,,,,,,
David,Bingham,FALSE,188,84,Goalkeeper,Supplemental Slots 21-24,,1,por,7,629,7,0,11,,,,,,60.40%,207,125,29.6,44.10%,69.60%,11.60%,18.80%,0.00%,36%,88.50%,0,0,0,0,2,,,,,,,,,,,,,0,0,0,0,73.10%,3,4,7,1,0
Eric,Miller,FALSE,185,79,Defender,Supplemental Slots 21-24,,15,por,12,772,8,2,34,2,6,75%,55.90%,57.90%,77.80%,221,172,25.8,54.50%,44.30%,20.40%,14.50%,20.80%,64.80%,85.10%,8,1,0,0,2,1,0,0,0%,-,0,0,0,0,0,0,0,9,5,1,0,,,,,,
Nelson,Palacio,FALSE,180,80,Midfielder,,U22 Initiative,13,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emeka,Eneli,FALSE,175,,Midfielder,Supplemental Slots 25-28,,25,rsl,14,775,7,0,12,6,7,52.90%,59.30%,38.10%,84.60%,363,307,42.2,33.30%,34.70%,32.50%,13.20%,19.60%,80.40%,86.10%,12,4,0,0,5,1,0,0,0%,-,0,0,0,0,0,0,0,19,7,4,0,,,,,,
Brayan,Vera,FALSE,180,77,Defender,Senior,,4,rsl,15,"1,277",15,2,42,7,13,64.30%,50.40%,43.80%,81.40%,676,550,47.6,51.50%,47.50%,15.20%,30.80%,6.50%,69.20%,88.30%,12,1,0,1,6,10,2,0,0%,-,0,0,0,0,0,0,0,10,23,4,0,,,,,,
Bertin,Jacquesson,FALSE,183,82,Forward,,Generation adidasInternational,27,rsl,10,354,4,4,0,0,0,50%,35.30%,45.50%,69.50%,59,41,15,0%,25.40%,25.40%,28.80%,20.30%,46.80%,85.70%,11,0,0,1,3,9,4,0,0%,-,0,0,0,0,0,0,0,1,6,0,0,,,,,,
Delentz,Pierre,FALSE,185,79,Defender,Supplemental Slots 29-30,Homegrown,22,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilijah,Paul,FALSE,183,84,Forward,,Generation adidas,23,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrés,Gómez,FALSE,173,61,Midfielder,Senior,,11,rsl,19,981,11,10,3,1,6,76.50%,34.40%,22.20%,74.50%,235,175,21.6,50%,28.50%,37.00%,18.70%,15.70%,66.70%,77.10%,31,6,4,1,26,25,12,1,4%,981,1,0,0,0,0,1,0,6,9,1,0,,,,,,
Braian,Ojeda,TRUE,173,69,Midfielder,Senior,International,6,rsl,18,"1,269",13,2,9,6,31,61.10%,56.30%,71.40%,87.10%,745,649,52.8,76.20%,28.70%,26.20%,31.10%,14.00%,84.80%,89.80%,8,6,0,2,15,14,4,0,0%,-,0,0,0,0,0,0,0,29,30,4,0,,,,,,
Diego,Luna,FALSE,173,85,Midfielder,Supplemental Slots 21-24,Homegrown,26,rsl,10,470,5,4,2,1,5,60%,43.40%,0%,85.80%,246,211,47.1,61.10%,22.00%,16.30%,38.60%,23.20%,82.20%,88.80%,2,2,1,2,16,10,5,1,10%,470,0,1,0,0,1,0,0,5,4,0,0,,,,,,
Tomás,Gómez,FALSE,188,88,Goalkeeper,Senior,,24,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin,Beavers,FALSE,193,83,Goalkeeper,Supplemental Slots 25-28,Homegrown,35,rsl,5,405,4,0,4,,,,,,67.90%,109,74,24.2,45.20%,60.60%,21.10%,18.30%,0.00%,36.20%,91.90%,0,0,0,0,0,,,,,,,,,,,,,0,0,1,0,52.60%,0,4,0,0,0
Axel,Kei,FALSE,185,73,Forward,Supplemental Slots 25-28,Homegrown,21,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper,Löffelsend,FALSE,,,Midfielder,Supplemental Slots 25-28,International,28,rsl,13,912,12,10,16,1,9,63.60%,54.30%,54.50%,83.40%,524,437,51.7,64.90%,26.10%,25.20%,27.90%,20.80%,75.60%,89.10%,11,3,1,1,8,9,6,1,11.10%,912,0,1,0,0,1,0,0,14,19,2,0,,,,,,
Cristian,Arango,FALSE,178,70,Midfielder,Senior,Designated PlayerInternational,,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan,Menéndez,TRUE,166,62,Forward,Senior,,27,rsl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,Julio,FALSE,180,70,Forward,Senior,International,29,rsl,16,743,9,9,4,1,2,71.40%,33%,31%,81.80%,110,90,13.3,83.30%,14.50%,22.70%,33.60%,29.10%,78.50%,87.90%,2,1,0,0,13,19,11,2,10.50%,371.5,0,1,1,0,2,0,0,1,6,0,0,,,,,,
Rubio,Rubín,FALSE,178,82,Forward,Senior,,14,rsl,13,958,12,11,3,1,4,60%,43.30%,43.20%,81.90%,221,181,20.8,66.70%,16.70%,24.00%,33.00%,26.20%,77.30%,86.50%,7,2,1,0,11,18,6,2,11.10%,479,1,0,1,0,2,0,0,9,7,2,0,,,,,,
Andrew,Brody,FALSE,178,66,Defender,Supplemental Slots 21-24,Homegrown,2,rsl,18,"1,385",15,1,30,10,18,71.40%,58.20%,29.60%,82.80%,680,563,44.2,50%,37.20%,17.20%,26.90%,18.70%,74.50%,84.10%,49,8,2,1,15,4,3,0,0%,-,0,0,0,0,0,0,0,12,2,1,0,,,,,,
Bode,Hidalgo,FALSE,183,77,Midfielder,Supplemental Slots 25-28,Homegrown,19,rsl,13,688,8,5,13,2,11,68.80%,56.70%,90%,77.30%,352,272,46,45%,36.90%,36.90%,4.00%,22.20%,67.40%,85.30%,17,1,1,0,8,4,1,0,0%,-,0,0,0,0,0,0,0,4,6,2,0,,,,,,
Maikel,Chang,FALSE,177,75,Midfielder,Senior,,16,rsl,15,624,7,7,5,0,4,55.60%,40.30%,20%,79.60%,240,191,34.6,43.80%,23.30%,23.30%,25.40%,27.90%,62.90%,89.20%,30,6,3,0,17,8,5,0,0%,-,0,0,0,0,0,0,0,5,4,0,0,,,,,,
Moses,Nyeman,TRUE,165,61,Midfielder,Supplemental Slots 25-28,Homegrown,33,rsl,2,22,0,0,0,0,0,0%,50%,-,86.70%,15,13,61.4,-,13.30%,40.00%,33.30%,13.30%,77.80%,85.70%,1,0,0,0,0,1,1,0,0%,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Erik,Holt,FALSE,185,84,Defender,Supplemental Slots 21-24,Homegrown,20,rsl,2,53,1,1,2,0,2,100%,25%,-,88.40%,43,38,73,63.60%,44.20%,41.90%,11.60%,2.30%,70%,93.90%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,1,0,0,,,,,,
Damir,Kreilach,FALSE,186,79,Midfielder,Senior,,8,rsl,18,950,10,6,13,1,1,50%,56.70%,52.10%,81.40%,312,254,29.6,50%,22.10%,24.00%,24.70%,29.20%,72.70%,93.30%,6,2,1,0,5,19,10,4,21.10%,237.5,3,1,0,0,4,0,0,22,9,2,0,,,,,,
Pablo,Ruiz,FALSE,172,80,Midfielder,Senior,,7,rsl,14,"1,168",13,2,6,3,13,64.90%,44.60%,21.10%,86.20%,695,599,53.6,70.10%,28.20%,26.80%,30.90%,14.10%,74.30%,91.60%,9,2,1,1,29,19,9,4,21.10%,292,4,0,0,0,0,4,1,6,22,4,1,,,,,,
Danny,Musovski,FALSE,183,77,Forward,Supplemental Slots 21-24,,17,rsl,17,869,9,8,5,1,1,63.60%,40.50%,45.50%,66.10%,165,109,17.1,66.70%,20.60%,26.10%,27.90%,25.50%,60.50%,77.30%,3,0,3,0,6,15,9,4,26.70%,217.3,1,2,1,0,3,1,0,12,19,2,0,,,,,,
Marcelo,Silva,FALSE,185,91,Defender,Senior,,30,rsl,11,990,11,0,39,9,12,46.70%,51.50%,57.60%,90.80%,512,465,46.5,64.10%,31.80%,21.90%,39.60%,6.60%,75.90%,95.20%,0,0,0,0,0,4,1,0,0%,-,0,0,0,0,0,0,0,1,11,1,0,,,,,,
Jefferson,Savarino,FALSE,168,67,Forward,Senior,Designated Player,10,rsl,16,"1,300",14,5,1,0,3,92.30%,47.80%,30%,80.30%,478,384,33.1,56.30%,27.00%,24.50%,31.20%,17.40%,66%,87.80%,49,9,2,2,34,37,17,4,10.80%,325,0,3,1,0,3,1,0,16,2,1,0,,,,,,
Scott,Caldwell,FALSE,173,69,Midfielder,Supplemental Slots 21-24,Homegrown,12,rsl,4,175,3,3,2,0,0,100%,57.10%,0%,80.90%,68,55,35,57.10%,27.90%,25.00%,35.30%,11.80%,72.40%,87.20%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,2,0,0,0,,,,,,
Zac,MacMath,FALSE,188,80,Goalkeeper,Senior,,18,rsl,17,"1,485",17,1,24,,,,,,70.30%,468,329,28.4,42.90%,61.50%,17.90%,20.50%,0.00%,28.70%,89.90%,0,0,0,0,1,,,,,,,,,,,,,4,0,1,0,66.70%,5,8,10,3,0
Justen,Glad,FALSE,183,66,Defender,Senior,Homegrown,15,rsl,20,"1,747",19,1,74,18,36,68.40%,52.80%,56.90%,87%,"1,118",973,57.6,57.60%,37.50%,42.10%,15.10%,5.30%,75.10%,92.90%,3,1,0,0,2,9,5,3,33.30%,582.3,1,2,0,0,3,0,0,9,19,7,0,,,,,,
Bryan,Oviedo,FALSE,172,60,Defender,Senior,International,3,rsl,13,902,9,0,23,3,13,66.70%,57.30%,66.70%,86.80%,410,356,40.9,51.90%,35.40%,5.10%,39.50%,20.00%,76.10%,87.90%,38,8,1,1,14,4,3,0,0%,-,0,0,0,0,0,0,0,12,10,3,0,,,,,,
Daniel,Munie,FALSE,183,82,Defender,Supplemental Slots 25-28,,24,sj,1,18,0,0,4,1,0,-,100%,100%,25%,4,1,20,0%,75.00%,0.00%,25.00%,0.00%,0%,50%,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Daniel,de Sousa Brito,FALSE,188,93,Goalkeeper,Senior,International,42,sj,10,900,10,0,7,,,,,,71.90%,228,164,22.8,42.10%,58.30%,25.00%,16.70%,0.00%,37.50%,93.60%,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,74.50%,3,7,3,0,1
Keegan,Tingey,FALSE,178,75,Defender,Supplemental Slots 29-30,Homegrown,17,sj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron,Cilley,FALSE,180,82,Midfielder,Supplemental Slots 29-30,Homegrown,19,sj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rodrigues,FALSE,188,76,Defender,Senior,International,26,sj,21,"1,858",21,1,91,18,36,62%,69.60%,66%,85.80%,"1,144",981,55.4,53.10%,37.80%,25.90%,33.00%,3.40%,73%,91%,2,0,1,1,4,15,2,0,0%,-,0,0,0,0,0,0,0,16,18,3,0,,,,,,
Carlos,Akapo Martínez,FALSE,179,70,Defender,Senior,International,29,sj,15,"1,044",12,6,39,3,31,59.30%,55.40%,53.60%,76%,530,403,45.7,47.20%,41.50%,35.70%,5.10%,17.70%,67.80%,81.60%,27,6,2,0,5,9,2,2,22.20%,522,0,1,1,0,2,0,0,22,16,2,0,,,,,,
Cruz,Medina,FALSE,,,Midfielder,Signed,Homegrown,99,sj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oskar,Agren,TRUE,188,81,Defender,Supplemental Slots 25-28,,23,sj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
